odf_name,odf_calories,odf_carbs,odf_sugar,odf_protein,odf_fat,odf_update_dt
레몬패션후르츠,250,60,55,0,0,2022-12-29
떡갈비버거,275,30.43,8.7,7.97,13.77,2020-06-30
루솔진한배도라지즙,24,6,4,0,0,2022-12-29
레드핫불고기버거,233,24.1,6.67,10.77,10.26,2021-06-30
루이보스자몽,250,62,61,0,0,2022-12-29
레드핫오브레전드,311,27.14,8.57,5.71,20,2020-06-30
르블렌자몽히비스커스,7,1.8,1.8,0,0,2022-12-29
레트로버거,266,26.67,8.89,8.15,14.07,2020-06-30
리얼발효양배추진액위스마일,25,6,6,0,0,2022-12-29
리얼소고기치즈버거,262,19.88,4.22,13.25,14.46,2021-06-30
리얼유기농여주즙,3,0.5,0,0,0,2022-12-29
리얼에그&불고기버거,257,24.14,6.9,9.77,13.79,2020-06-30
리얼배도라지진액,40,10,10,0,0,2022-12-29
리얼에그&불고기버거,257,24.14,6.9,9.77,13.79,2021-06-30
프레시오늘나따오비까페스츄리바닐라빈타르트,290,38,16,6,12,2024-10-24
프레시오늘나따오비까페스츄리에그타르트클래식,280,36,18,6,12,2024-10-31
프레시오늘나따오비까페스츄리에그타르트클래식,280,36,18,6,12,2024-10-21
프레시오늘나따오비까페스츄리카카오초코타르트,330,38,18,6,18,2024-10-24
프레시오늘나따오비까페스츄리카카오초코타르트,330,38,18,6,18,2024-10-31
프레시오늘나따오비까페스츄리크림치즈타르트,310,30,16,6,18,2024-10-31
프레시오늘나따오비까페스츄리크림치즈타르트,310,30,16,6,18,2024-10-24
프레시오늘나따오비까페스츄리호두타르트,320,32,14,8,18,2024-10-24
프레시오늘나따오비까페스츄리호두타르트,320,32,14,8,18,2024-10-31
플레인버터바,405,68,36,5,12,2024-10-04
더블킹새우버거,274,28.64,5.16,6.1,15.02,2021-06-30
더커진더블빅불고기버거,285,26.15,9.62,9.23,15.77,2021-06-30
더커진제주흑돈까스버거,319,29.15,6.32,9.31,18.3,2021-06-30
데리버거,240,27.27,7.14,9.09,10.39,2020-06-30
데리버거,211,29.56,5.66,8.81,6.29,2021-06-30
두툼모짜렐라치즈버거,267,21.51,4.65,11.05,15.12,2021-06-30
두툼한통돈까스버거,265,29.09,5,9.55,12.27,2021-06-30
디럭스스크램블치즈버거,345,20.51,7.18,10.26,24.62,2021-06-30
딥치즈버거,279,23.13,5,10.63,16.25,2020-06-30
딥치즈베이컨버거,268,21.82,6.06,8.48,16.36,2021-06-30
여주즙,20,5,4,0,0,2023-12-22
여주추출액,20,5,4,0,0,2023-12-22
영이天6년근유기농흑삼액&스테비아+아로니아,17,4,1.14,0.29,0,2023-12-22
영이天스테비아농축액,4,1,0,0,0,2023-12-22
오오가닉for키즈작두콩액상차,5,0.58,0.42,0.5,0,2023-12-22
오렌지&블랙티,257,61.19,6.86,1.32,0.78,2023-12-22
오미비정제원당오미자청,213,53.02,50.01,0.14,0,2023-12-22
오엠씨굴모닝,33,6.67,3.33,3.33,0,2023-12-22
오잇배도라지매실청,73,17.8,16.8,0.1,0.2,2023-12-22
오잇배도라지모과청,67,16.2,11.7,0.2,0.1,2023-12-22
오잇배도라지푸룬청,63,15.1,11.6,0.3,0.2,2023-12-22
오케이에프보리차,1,0.2,0,0,0,2023-12-22
오케이에프우롱차,1,0.2,0,0,0,2023-12-22
옥천푸드단호박식혜,80,20,20,1,0,2023-12-22
옥천푸드생강차,80,20,20,0,0,2023-12-22
옥천푸드오미자청,50,10,10,1,0,2023-12-22
올건강도라지청,325,80,15,0,0,2023-12-22
올리고홍삼,333,81.97,23.36,0.6,0.28,2023-12-22
올바르다갈아만든생강차,228,52.96,51.87,1.39,1.2,2023-12-22
올시즌풋귤청,281,69.67,58.67,0.67,0,2023-12-22
올키올바른배도라지,82,19.58,12.1,0.7,0.07,2023-12-22
아임이레몬아이스티제로,1,1.24,0,0,0,2023-12-22
아임이복숭아아이스티제로,1,1.24,0,0,0,2023-12-22
아침마당홍삼정VIP,209,40.81,16.44,11.3,0.04,2023-12-22
알찬여주,23,5.71,1.43,0,0,2023-12-22
알프스오토메,37,8.77,7,0.54,0.04,2023-12-22
애드위드바닐라빈시럽,140,40,40,0,0,2023-12-22
애드위드시나몬밀크티,388,100,0,0,0,2023-12-22
애드위드프리미엄수제청,224,54,52,0.3,0.6,2023-12-22
애플히비스커스티제로,14,30,0,0,0,2023-12-22
애플시나몬청,24,5.78,4.48,0.09,0.31,2023-12-22
야관문농축청차,50,12,0,0,0,2023-12-22
약도라지동충하초,21,4.6,3.6,0.6,0,2023-12-22
약산에산들강대박주스,45,10,9,0.7,0,2023-12-22
어내골야생산삼녹용고,80,20,20,0,0,2023-12-22
어의비책,55,13.24,7.6,0.54,0.03,2023-12-22
얼그레이바닐라밀크티원액,110,28.6,28.5,0,0.01,2023-12-22
얼그레이콜드브루티,7,0.01,0,0.82,0.39,2023-12-22
엄마가주는우리아이배도라지즙,27,7,4,0,0,2023-12-22
엄마까투리키즈흑도라지진액,130,31,29,1,0,2023-12-22
여주누에동충하초,12,2.4,0.8,0.4,0,2023-12-22
여주상황버섯진액,0,0.14,0.1,0,0,2023-12-22
더진한플레인요거트,70,5.33,3.33,3.33,4,2021-06-30
슬림팥차,3,0.8,0,0,0,2023-12-22
시그니처헴프씨드,322,46,39,9,11,2023-12-22
식물농축액혼합물-C,25,5,2,2,0,2023-12-22
식물성뮤신복합추출물,49,10.77,3,0.97,0,2023-12-22
식물혼합농축액-M,28,5,2,1,0,2023-12-22
식물혼합농축액-P,28,5,2,1,0,2023-12-22
신비향흑삼쌍화차,24,5.4,2.81,0.49,0.06,2023-12-22
신선마을미나리원액,191,46,42,1,0,2023-12-22
심심산천배도라지스틱,95,23,11.4,0.8,0,2023-12-22
쌍금원흑홍삼동충하초정,277,65.12,14.23,3.29,0.4,2023-12-22
쌍화차진액골드,49,11.85,10.37,0.16,0.06,2023-12-22
쌍화차프리미엄,45,10,7,0.5,0.5,2023-12-22
쌍화차眞,197,48.43,37.79,0.75,0.06,2023-12-22
쌩쌩한하루의시작위하여,169,41,16,0,0.6,2023-12-22
쏘스윗딸기청,109,26.25,21.25,0.88,0.25,2023-12-22
쏘스윗망고청,173,42.33,38,0.37,0.07,2023-12-22
쏠라베리산수유진액,41,9.98,5.04,0.3,0.01,2023-12-22
아로니아오디즙,110,25,20,0,0,2023-12-22
아름담홍도라지즙,41,8.75,3.25,0.63,0.38,2023-12-22
아름담은청귤차,258,63.92,59.74,0.47,0.04,2023-12-22
소미노유기농매실발효액,210,50,50,0,0,2023-12-22
닥터캡슐포도,123,21.43,20.35,4.29,2.35,2020-06-30
소미노유기농매실발효액,208,51.43,49.22,0.63,0.02,2023-12-22
닥터캡슐플레인,123,21.43,16.08,4.29,2.35,2020-06-30
달지않아순한유기농BABY1,76,5.88,4.59,5.53,3.41,2021-06-30
소원흑상황버섯진액,0,0.1,0,0,0,2023-12-22
달지않아순한유기농BABY2,82,8.24,6.94,4.94,3.06,2021-06-30
수야밭에자두청,212,53,48,0,0,2023-12-22
달지않은떠먹는요구르트,93,8.89,6.67,6.67,3.33,2021-06-30
수제오미자청,322,80,75,0,0,2023-12-22
달지않은순백요거트,70,5.8,3.5,3.2,3.8,2021-06-30
숙면허니,348,80.28,72.68,1.83,2.22,2023-12-22
더건강한파스퇴르요거트딸기,110,19,19,4,2,2020-06-30
순담록녹용진액,64,14.01,7.53,1.82,0.11,2023-12-22
더건강한파스퇴르요거트복숭아,110,19,19,4,2,2020-06-30
더건강한파스퇴르요거트플레인,95,13,10,5,2.5,2020-06-30
순천만쌍화차,41,8.96,5.21,0.82,0.22,2023-12-22
더진한바른유기농그릭요거트마일드,123,17.5,10,5.83,3.33,2021-06-30
쉬잔드림(오미자청),400,83.43,57.57,3.73,5.66,2023-12-22
더진한바른유기농그릭요거트플레인,111,14,6,6,3,2021-06-30
슬랜비호박톡,96,22.86,14.62,0.82,0.1,2023-12-22
남양자연의시작불가리스복숭아,87,13.33,8,3.33,2.67,2021-06-30
생강眞진,240,60,50,0,0,2023-12-22
남양자연의시작불가리스포도,90,14,7.33,3.33,2.67,2021-06-30
생명쑥,34,8.24,7.12,0.09,0.06,2023-12-22
남양자연의시작불가리스플레인,97,13.33,6.67,3.33,3.33,2021-06-30
생명쑥,142,35,5,0.5,0,2023-12-22
내곁에목장유기농요구르트플레인,93,10.67,8.67,3.33,3.33,2020-06-30
생생배도라지진액,67,20,13.33,0,0,2023-12-22
네니아딸기요구르트,85,11,9,3,3,2021-06-30
샤인머스캣청,228,56.4,51.91,0.38,0.09,2023-12-22
네니아블루베리요구르트,86,13,8,3,2.4,2021-06-30
샤인머스캣청(냉동),228,56.4,51.91,0.38,0.09,2023-12-22
네츄럴디저트세븐제주한라봉,75,12,8,4,2.4,2020-06-30
샤인머스켓즙,80,22,18,0,0,2023-12-22
네츄럴디저트세븐허니플레인,70,11,8,4,2.4,2020-06-30
석류멀티비타민스틱,196,48.07,18.41,0.89,0.01,2023-12-22
녹차그릭요거트,146,12,9.5,7,8,2021-06-30
성우농장여주즙,15,1,1,1,1,2023-12-22
다노그릭요거트플레인,93,9.17,5.83,6.67,3.33,2021-06-30
세미와두콩이UP,102,24.92,12.2,0.53,0.04,2023-12-22
닥터위,107,17.33,15.33,3.33,2.87,2021-06-30
산돌배도라지청,275,68.1,44.9,0.3,0.1,2023-12-22
그릭요거트플레인,156,15,15,6,7.75,2021-06-30
산돌배청,284,69.9,49.2,0.3,0.3,2023-12-22
글레디스키르오리지널,190,4,1.5,11,14,2021-06-30
산들사이배도라지차,46,11.3,6.7,0.2,0,2023-12-22
꼬모딸기,105,17,14.15,4,2.5,2020-06-30
산들사이짜먹는유자차,247,60,60,0,0,2023-12-22
꼬모복숭아,105,17,14.15,4,2.5,2020-06-30
산삼배양근꿀,369,85,55,6,0,2023-12-22
꼬모포도,150,25.5,21.23,6,3,2020-06-30
살롱드쿡매실청,212,52.4,50.1,0.4,0.1,2023-12-22
꾸덕한고단백그릭요거트,170,6,1.5,9.5,12,2022-12-29
삼다원산양삼달임액,5,0.94,0.52,0.28,0.03,2023-12-22
꿈목장플레인요거트,88,8.63,7.75,3.38,4.38,2021-06-30
삼수니,1,0.1,0,0.17,0.01,2023-12-22
남양Probiotic1000억플레인,83,15,4.99,3,1.5,2020-06-30
삼아재,11,2.37,0.82,0,0,2023-12-22
남양불가리스사과,90,14,7.33,3.33,2.67,2021-06-30
생강연구소생강청,260,63,52,0,1,2023-12-22
남양자연의시작불가리스딸기,83,12,6.67,3.33,2.67,2021-06-30
생강영차,254,62.79,58.85,0.17,0.23,2023-12-22
"블레스유밀크티해질녘가을하늘,헤이즐넛",295,71,49,0.5,1,2023-12-22
건국하이요블루베리,89,14.44,11.11,3.33,1.67,2021-06-30
블렌믹스피치하이볼,188,45.95,32.45,0.65,0.15,2023-12-22
건국하이요블루베리,89,14.44,11.11,3.33,1.67,2021-06-30
블루베리즙,42,10,10,0,0,2023-12-22
건국하이요플레인,78,11.11,10,3.33,2.11,2021-06-30
비너스진생흑삼정파워타임(VENUSGINSENGB.G.ExtractStickPouch/Powertime),80,20,0,0,0,2023-12-22
곰표플레인요거트,76,10.59,9.41,3.53,2.35,2022-12-29
비수리즙,1,0.17,0.03,0,0,2023-12-22
그릭요거트0,47,4,4,7.87,0,2022-12-29
빙그레레몬맛아이스티음료,37,9.6,8.7,0,0,2023-12-22
그릭요거트저지방,70,3.33,3.33,10,2,2022-12-29
빙그레복숭아맛아이스티음료,37,9.5,9,0,0,2023-12-22
그릭데이라이트,100,2.7,2.46,6.75,6.97,2021-06-30
빨간양파즙,28,6,5,1,0,2023-12-22
뿌리알찬유기농양배추브로콜리즙,17,3,3,0.2,0.3,2023-12-22
그릭오그릭요거트스테비아스위트,93,10,6,5.5,3.3,2021-06-30
사람앤삼,48,10,4.8,1.8,0,2023-12-22
그릭오그릭요거트크리미플레인,124,9.9,1.2,8.7,5.6,2021-06-30
산돌배혼합발효물,21,3.35,2.2,1.71,0.06,2023-12-22
그릭요거트스위트,112,13,10,5.33,4.37,2022-12-29
참솔잎양파즙,32,7.27,6.36,0.91,0,2023-12-22
참좋은고려홍삼,61,13.7,1.9,1.2,0.2,2023-12-22
천년장뇌산삼,56,14.29,4.29,0,0,2023-12-22
천년초록,70,17.6,16.2,0,0,2023-12-22
천년초추출액,23,4,0.6,0.2,0.7,2023-12-22
천마니1000마력리얼부스터,10,2.67,0.44,0,0,2023-12-22
통살치킨버거,308,20.72,4.15,13.47,19.17,2024-09-27
트리플오리지널불고기버거,261,22.38,8.57,8.57,15.24,2024-09-20
트리플오리지널불고기버거,261,22.38,8.57,8.57,15.24,2024-09-19
트리플치즈불고기버거,268,21.78,8,9.33,16,2024-10-04
트리플치즈불고기버거,268,21.78,8,9.33,16,2024-10-04
트리플맥앤치즈버거,265,27.5,5.5,9.5,13,2024-08-06
트리플맥앤치즈버거,265,27.5,5.5,9.5,13,2024-10-15
풍요로운골드치즈버거,253,20.56,6.11,8.89,15,2024-08-28
풍요로운골드치즈버거,253,20.56,6.11,8.89,15,2024-08-19
하와이안버거,236,21.53,8.14,9.57,12.44,2024-10-16
하와이안버거,227,21.53,8.61,7.18,12.44,2024-11-25
하와이안버거,236,21.53,8.14,9.57,12.44,2024-10-16
하와이안버거,236,21.53,8.14,9.57,12.44,2024-10-21
한돈불고기버거,257,22,6,8.5,15,2024-09-03
핫스파이시치킨버거,297,28.8,6.81,11.52,15.18,2024-08-07
지리산별마루생강청,233,53.33,53.33,0,0,2023-12-22
지윤리커버,155,35.18,22.03,2.35,0.5,2023-12-22
지피23(GP23),60,16,10,0,0,2023-12-22
직송갈아만든진한생강차,228,52.96,51.87,1.39,1.2,2023-12-22
珍수제포도발효청초,147,35.89,27.16,0.48,0.21,2023-12-22
진생베리고,293,71.2,9.2,1.2,0.32,2023-12-22
진수생글.365,22,4.96,2.8,0.33,0.05,2023-12-22
진수야력골드,18,4.24,2.78,0.29,0.04,2023-12-22
진심을담은양배추즙,20,4.6,3,0.3,0,2023-12-22
진안고원복분자청,220,55,50,0.1,0.2,2023-12-22
진온고(眞穩膏),277,65.3,20.35,3.18,0.32,2023-12-22
진저코코,265,65.7,64.3,0.12,0.22,2023-12-22
진황쌍화차,75,19,14,0,0,2023-12-22
짜먹는세미콩,30,6.43,5.7,0.97,0.05,2023-12-22
차밍차미,134,32.61,13.53,0.68,0.07,2023-12-22
차의향기꿀청귤차,240,60,40,0,0,2023-12-22
참든숨쉬는유기농야채수,15,3,0,0,0.5,2023-12-22
참든아이야미수세미오이푸룬,40,9.79,6.46,0.17,0,2023-12-22
참든야채수,10,1,0,0,0.6,2023-12-22
참든유기농야채수,14,3,0,0,0,2023-12-22
참마영양참마밀-건강마즙,60,14.3,8.5,0.4,0.3,2023-12-22
저온숙성생강청,274,67.69,53.85,0.31,0.25,2023-12-22
전체인삼농축액,249,52,10,11,0,2023-12-22
전통찻집차마루정읍쌍화차,25,6,3,1,0,2023-12-22
전통추출방식오미자청,274,67.69,53.85,0.22,0.25,2023-12-22
정삼원차가버섯진액골드,1,0.25,0.1,0,0,2023-12-22
정서담레드머쉬,70,15.42,3.07,2.18,0.01,2023-12-22
정읍달이랑쌍화차,35,8,5,1,0,2023-12-22
정홍삼상황버섯30,21,4.7,3.5,0.2,0.1,2023-12-22
정홍삼진액골드,21,4.7,3.4,0.2,0.1,2023-12-22
제주댕유자,43,11.67,9.17,0,0,2023-12-22
제주레몬청,260,63.64,44.36,1,0.12,2023-12-22
제주양배추즙에브리데이스틱,32,5.95,5.5,1.25,0.4,2023-12-22
제주농장레몬청,260,63.64,44.36,1,0.12,2023-12-22
제주돌외잎수돌외차,1,0,0,0,0.1,2023-12-22
제주먹보리로스팅,13,3.57,0.24,0.13,0.03,2023-12-22
제주앤팜레드향차,197,48.8,48.7,0.3,0.1,2023-12-22
제주우유배도라지즙,40,10,0,0,0,2023-12-22
젠부스트,6,0.78,0,0.05,0.27,2023-12-22
조은보담도라지&곰보배추,5,0.98,0.31,0.28,0.03,2023-12-22
조은보담슬림핏호박스틱,120,29,16.08,1.02,0.01,2023-12-22
지리산기운담은지리오갈피,1,0.26,0.05,0,0,2023-12-22
읍천리382로얄밀크티베이스,169,42,39,0.2,0,2023-12-22
이너셋순착즙배도라지즙,53,12.86,11.43,1.43,0,2023-12-22
이제는마이것,7,1.6,1,0.2,0,2023-12-22
인삼정과청,18,3.77,1.62,0.82,0.15,2023-12-22
인생진생백,4,0.52,0,0.15,0.19,2023-12-22
인생진생진,298,72.71,33.58,1.69,0.1,2023-12-22
인제명품사과청,80,22,12,0,0,2023-12-22
일화차시호박팥차,1,0.1,0,0.02,0.03,2023-12-22
일화헛개차,1,0.3,0.3,0,0,2023-12-22
자몽&블랙티,246,59.2,9.6,1,0.6,2023-12-22
자몽수제청,245,60,55,0,0,2023-12-22
자몽허니블랙티제로,14,30,0,0,0,2023-12-22
자연숙성한발효흑마늘,53,12.53,10.79,0.71,0.03,2023-12-22
자연이선물한황금빛건강순수건강밸런스,5,0.74,0.31,0.12,0.21,2023-12-22
자연이선물한황금빛건강순수활력진액,5,0.74,0.31,0.12,0.21,2023-12-22
자연이지양구흰민들레진액골드,7,1.23,0.86,0.5,0.05,2023-12-22
자이담발효숙성마늘진액,88,20,10,2,0,2023-12-22
잘빠진하루초가을우엉차,0,0.11,0.03,0.01,0,2023-12-22
장수차,3,0.5,0.2,0,0.1,2023-12-22
잼무브생생제로티스틱,7,0.4,0,0.9,0.2,2023-12-22
저온숙성배도라지청,274,67.69,53.85,0.31,0.25,2023-12-22
올키올바른수세미작두콩,81,19.79,14.07,0.3,0.04,2023-12-22
올키올바른푸룬매실,189,45.53,26.6,1.17,0.2,2023-12-22
요실락,4,0.93,0.44,0.05,0,2023-12-22
우리농공생지도야채수,4,0.91,0,0,0,2023-12-22
우슬추출물,90,20,0,0,0,2023-12-22
우포가마솥양배추즙,23,4.6,3.9,0.8,0.2,2023-12-22
울엄니배도라지,380,90,80,0,0,2023-12-22
원광보화옥고,165,45,25,0,0,2023-12-22
원광옥고,235,55,30,1,0,2023-12-22
원기충전진,22,4.91,2.09,0.51,0.01,2023-12-22
유기농사과알로에차(BioAloe-appleTea),203,50.1,46.61,0.12,0.25,2023-12-22
유기농생강차(OrganicGingerTea),263,65.7,64.3,0.12,0.22,2023-12-22
유기농석류알로에차(BioPomegranateAloeTea),134,32.27,31.53,0.11,0.5,2023-12-22
유기농울금생강차(BioGingertumericTea),274,67.25,66.7,0.07,0.56,2023-12-22
유기농유자차(OrganicCitronTea),230,57.12,50.88,0.31,0.03,2023-12-22
유기농유자히비스커스차(BioCitronhibiscusTea),237,58.02,54.21,0.06,0.52,2023-12-22
유기농홍삼라떼,195,47.32,31.1,0.98,0.23,2023-12-22
유기농홍삼농축액,248,40.28,39.89,10.92,4.75,2023-12-22
유기농배도라지스틱,10,2,2,0.2,0,2023-12-22
유비무환진생,100,25,16.67,0,0,2023-12-22
유자차(CitronTea),253,62.7,52.8,0.19,0.15,2023-12-22
메가불고기체다버거,265,24.68,8.51,8.94,14.47,2024-04-05
칡즙,34,8.25,1.75,0.25,0,2022-12-29
메가불고기체다버거,265,24.68,8.51,8.94,14.47,2024-04-04
카페베네레몬차,240,59,46,0,0.1,2022-12-29
멕시카나땡초치킨버거,342,28.81,10.87,8.15,21.2,2024-04-03
카페베네생강차,285,71,64,0,0.2,2022-12-29
멕시카나양념치킨버거,340,29.89,11.41,8.15,20.65,2024-04-03
카페베네유자차,260,64,56,0,0.1,2022-12-29
명륜진사갈비버거,237,30.63,10.86,8.27,9.05,2024-07-30
카페베네자몽차,235,58,47,0,0,2022-12-29
미니버거파티팩햄치즈&콘에그,170,23.79,8.65,4.87,6.22,2024-04-15
카프리썬알라스카아이스티,30,7.5,7,0,0,2019-06-30
미트칠리버거,250,25.43,2.89,11.56,10.98,2024-07-16
케일사과,25,5,3.75,0,0,2022-12-29
바베큐맛치즈버거,283,26.81,7.97,7.97,15.94,2024-04-30
쿠로마메허브차,0,0,0,0,0,2020-06-30
배홍동멘치카츠버거,230,19.39,8.68,5.62,14.46,2024-07-02
쿠퍼스헛개차,1,0.2,0.2,0,0,2019-06-30
배홍동멘치카츠버거,230,19.39,8.68,5.62,14.46,2024-07-02
태양의원차주전자차보리,1,0.2,0,0,0,2022-12-29
백종원양념치킨버거,262,30.41,7.07,9.44,11.41,2024-07-24
티아시아치킨마크니버거,233,24.3,5.61,9.81,10.75,2023-12-22
페리카나)양념치킨버거,290,30.17,7.82,8.38,15.08,2023-12-22
페퍼로니치킨버거,208,21.78,3.92,9.16,9.29,2023-12-22
포텐)더블통불고기버거,220,24.49,6.63,7.65,10.2,2023-12-22
포텐)더블통통새우버거,206,24.64,6.16,6.64,9,2023-12-22
포텐)더블통통치킨버거,248,18.8,4.7,12.39,13.68,2023-12-22
포텐더블통불고기버거,220,24.49,6.63,7.65,10.2,2023-12-22
포텐더블통통새우버거,206,24.64,6.16,6.64,9,2023-12-22
포텐더블통통치킨버거,248,18.8,4.7,12.39,13.68,2023-12-22
포텐버거더블통불고기,220,24.49,6.63,7.65,10.2,2023-12-22
포텐버거더블통불고기,220,24.49,6.63,7.65,10.2,2023-12-22
포텐버거더블통통새우,206,24.64,6.16,6.64,9,2023-12-22
폼미친고치돈버거,262,28.21,7.69,8.72,12.31,2023-12-22
풀드포크버거,270,23.47,5.61,11.73,14.29,2023-12-22
하인즈케찹버거,268,29.29,5.68,8.74,12.9,2023-12-22
한국식BBQ한돈버거,203,13.71,5.71,6.29,13.71,2023-12-22
햄&치즈베이글버거,272,28.11,6.49,7.03,14.59,2023-12-22
햄버거,220,23.69,5.94,7.82,10.4,2023-12-22
훈제목살버거,254,23.9,5.85,8.78,13.66,2023-12-22
pc방옛날버거,175,21.48,5.19,8.89,5.93,2024-03-04
하루씨앗녹차호떡,295,59.24,17.37,7.5,3.15,2023-12-22
스파이시치킨버거,269,27.5,8.75,7.5,14.38,2023-12-22
스팸에그버거,217,22.07,8.22,10.34,9.66,2023-12-22
양념치킨버거,290,30.17,7.82,8.38,15.08,2023-12-22
와사비슈림프버거,226,22.67,5.33,5.33,12.67,2023-12-22
와사비슈림프버거,250,30,6,4,12.67,2023-12-22
의혹의매운맛카레버거,232,28.26,4.16,10.62,8.49,2023-12-22
이천원의행복버거,250,25.6,10.71,10.12,11.9,2023-12-22
자이언트빅클래식버거,258,25.04,7.19,11.7,12.36,2023-12-22
찐더블더블비프버거,264,18.32,4.46,9.9,16.83,2023-12-22
찐)더블더블비프버거,264,18.32,4.46,9.9,16.83,2023-12-22
찐더블더블비프버거,264,18.32,4.46,9.9,16.83,2023-12-22
찬또간장떡갈비치즈버거,259,20.75,6.13,8.02,16.04,2023-12-22
찬또청양떡갈비치즈버거,261,20.9,4.98,8.46,15.92,2023-12-22
채식카츠버거,227,24.94,5.07,6.82,11.16,2023-12-22
치킨에그프로틴버거,254,25.14,3.43,11.43,12,2023-12-22
치폴레더블패티버거,266,22.31,8.27,6.15,16.96,2023-12-22
클럽버거,219,19.41,4.12,7.65,12.35,2023-12-22
클럽버거,222,18.24,3.53,8.24,12.94,2023-12-22
통닭가슴살버거,181,14.67,5.33,15.56,6.67,2023-12-22
트리플맥앤치즈버거,261,27,6,9,13,2023-12-22
Chunky페페로니Pizza,238,32.84,2.99,9.59,7.6,2021-06-30
CJ콤비네이션피자,219,24.76,5.71,11.05,8.57,2021-06-30
mini꼬마피자,255,42.5,12.5,10,5,2021-06-30
Queen마르게리따Pizza,222,30.43,2.78,12.29,5.59,2021-06-30
S8885피자페스츄리,247,29,3.2,8,11,2021-06-30
Sweet고르곤졸라Pizza,245,37.02,2.31,8.8,6.89,2021-06-30
갈릭까르보나라피자,295,29.7,0.38,16.17,12.41,2021-06-30
갈릭앤더블치즈수제피자,273,36.36,9.09,10.91,9.09,2021-06-30
갓구운불고기피자,207,33.49,9.3,6.98,5.12,2021-06-30
갓구운스위트콘피자,228,31.16,9.77,8.84,7.44,2021-06-30
갓구운콤비네이션피자,191,32.09,8.84,6.98,3.72,2021-06-30
